refcode,total_charge,multiplicity,splitting,HOMO_eV,LUMO_eV,gap_eV,dipole_moment_Debye
RAXMOT,0,4,-19.41,-5.8493,-3.1745,2.6748,0.0
RAXXUM,0,4,-10.33,-6.8759,-4.076,2.7999,0.0
REGBUA,0,5,-51.64,-4.341,-1.7923,2.5487,8.93493
REJDAN,1,3,8.99,-7.9238,-6.7644,1.1594,7.67471
REMMEB,0,4,-35.9,-4.8092,-1.7327,3.0765,14.69339
REMMOM,0,1,28.83,-5.1798,-3.0502,2.1296,10.22592
RENGAV,0,5,-49.68,-3.8838,-0.9604,2.9234,6.38179
RERCUP,0,1,114.45,-5.3429,-1.9045,3.4384,8.41128
RETFOM,0,4,-10.43,-5.2084,-2.4087,2.7997,2.98083
RETGON,1,3,-40.78,-9.0192,-5.7537,3.2655,12.45014
REXCUS,0,5,-44.42,-3.9514,-3.7363,0.2151,22.89983
REXMIQ,0,6,-21.0,-5.9413,-3.5067,2.4346,12.23102
REXQAN,0,1,74.9,-4.7557,-0.9768,3.7789,6.71304
RIHLAY,0,6,-54.79,-4.2441,-3.2672,0.9769,18.3295
RIMDIA,0,1,128.94,-5.6947,-1.5967,4.098,8.32303
RIPHEG,0,5,-47.76,-4.1342,-1.5343,2.5999,4.26823
RIPQAL,0,1,23.6,-5.3917,-2.5437,2.848,7.84715
RIPXIX,0,6,-17.25,-5.7933,-3.5417,2.2516,14.17142
RIQQAJ,-1,1,114.11,-1.3526,2.1459,3.4985,6.33743
RIQQEN,-1,1,113.99,-1.3605,2.2335,3.594,6.63437
RIQSAM,1,3,-37.43,-8.3698,-4.8719,3.4979,7.73764
RIRCIH,2,3,-19.55,-12.8144,-10.1356,2.6788,1.93802
RIRFAB,-2,5,-54.92,1.2908,3.6522,2.3614,0.04598
RIRFEF,0,5,-57.71,-4.5122,-1.9662,2.546,8.02298
RIRFIJ,-1,5,-48.75,-1.159,1.2056,2.3646,14.87706
RISNOZ,0,6,-18.35,-4.7557,-2.7448,2.0109,3.8012
RISQOC,0,1,26.6,-4.0631,-1.4088,2.6543,0.72672
RISSIW,0,1,76.66,-5.4949,-2.3154,3.1795,4.67125
RITTAR,0,4,-15.43,-4.9872,-2.3267,2.6605,5.44957
RITYOK,2,5,-32.88,-11.2963,-8.55,2.7463,0.06651
RIVWEA,0,5,-83.72,-3.8893,-0.7052,3.1841,5.42527
RIWXEA,0,5,-55.63,-3.8239,-1.1436,2.6803,3.91683
RIXROH,0,1,62.12,-4.8517,-1.9961,2.8556,5.95909
RIXTIC,0,1,43.96,-4.2087,-1.7426,2.4661,3.12132
RIZGUF,0,4,-52.8,-5.3413,-2.6808,2.6605,14.3407
ROBXEM,-2,4,-41.61,1.2194,4.3425,3.1231,0.09955
ROCCOB,0,1,124.25,-6.8523,-2.9898,3.8625,7.64207
ROCDOC,2,1,32.79,-11.3077,-8.3988,2.9089,5.17885
ROFKOO,0,5,-37.51,-4.2981,-2.0129,2.2852,1.05373
ROFKUV,0,6,-63.38,-4.7918,-2.9188,1.873,11.51183
ROFXAO,0,1,27.4,-4.4875,-2.1234,2.3641,5.19901
ROKBUO,0,1,148.97,-4.9712,-0.8875,4.0837,8.24077
ROKMOT,0,1,84.55,-4.58,-2.0294,2.5506,6.26482
ROLQUE,0,1,40.79,-4.8707,-1.8175,3.0532,2.8515
ROLXIZ,1,1,45.1,-8.2331,-4.9145,3.3186,1.46803
ROMSUI,0,5,-58.99,-5.3586,-3.3272,2.0314,9.96113
RONREU,0,3,-26.84,-5.6996,-2.8044,2.8952,6.08167
ROPBIH,0,6,-66.76,-4.8061,-3.3598,1.4463,18.53169
ROPBON,2,6,-54.53,-10.9019,-8.3303,2.5716,1.16341
RORXUR,0,1,15.07,-3.7648,-1.0345,2.7303,0.0
ROYGUJ,0,6,-40.05,-4.4701,-2.3441,2.126,9.23376
RUHGUW,0,3,-14.44,-4.7504,-1.3783,3.3721,1e-05
RUHHOS,1,4,-29.91,-7.8173,-5.2619,2.5554,1e-05
RUHMAI,1,6,-8.98,-9.3489,-7.1358,2.2131,9.6936
RUHRIV,2,4,-50.09,-10.7258,-7.4439,3.2819,0.22533
RUJSOE,1,4,-6.54,-8.6369,-5.779,2.8579,9.07262
RUJSUK,2,4,-5.16,-12.0187,-9.3732,2.6455,1.31703
RUKLAK,0,1,96.94,-4.0064,-0.4272,3.5792,12.61733
RULVEA,0,5,-42.8,-5.3358,-3.1684,2.1674,13.24993
RUMGUB,0,2,24.77,-4.7544,-1.6879,3.0665,1e-05
RUMHAI,0,2,23.01,-4.5115,-2.1507,2.3608,5.5242
RUMNUK,0,6,-47.82,-6.1146,-3.5918,2.5228,0.20897
RUMRAU,-3,6,-29.97,8.9922,12.8085,3.8163,0.26237
RUMZOP,0,5,-56.74,-4.4462,-1.734,2.7122,8.36334
RUTMAV,-1,2,42.7,-1.8525,0.0244,1.8769,5.28904
RUTRUT,0,4,-21.28,-5.3112,-2.7814,2.5298,9.16031
RUWKEA,0,5,-62.48,-4.5875,-1.8561,2.7314,6.24783
RUWSAG,0,5,-61.75,-4.3521,-1.0844,3.2677,2.16218
RUWSOU,0,5,-61.51,-4.1655,-0.9556,3.2099,4.67492
RUXYER,0,1,48.55,-4.8591,-0.9193,3.9398,15.50314
SABDAB,0,5,-41.05,-4.191,-3.3456,0.8454,5.58741
SADRAU,0,1,103.52,-4.96,-1.5233,3.4367,10.37848
SAFTEZ,0,6,-57.77,-4.5209,-2.415,2.1059,17.32341
SAFTID,0,6,-57.18,-4.535,-2.0843,2.4507,18.56204
SAFTOJ,0,6,-56.9,-4.3393,-2.0181,2.3212,20.73101
SAFTUP,0,6,-61.62,-4.5579,-2.3447,2.2132,17.51243
SAFVAX,0,6,-69.7,-5.038,-2.8051,2.2329,15.58364
SAGCAF,0,2,66.71,-6.1535,-3.7076,2.4459,16.96645
SAGFUB,0,1,85.52,-5.0624,-2.2305,2.8319,2e-05
SAHHAN,-1,3,-28.99,-1.4774,0.9762,2.4536,10.91272
SAHZIK,0,6,-31.08,-5.8662,-3.1561,2.7101,1.63095
SAJKUN,1,1,87.05,-7.7537,-4.1858,3.5679,6.18284
SAKWOS,0,5,-58.38,-4.5971,-1.7764,2.8207,7.84354
SALDNI,0,3,-19.82,-4.5966,-1.8489,2.7477,5.69445
SAPJUO,1,5,-35.11,-7.7732,-5.6714,2.1018,4.99298
SASPAD,1,2,38.24,-9.0759,-7.3478,1.7281,0.20527
SATGOK,0,3,-13.24,-4.3966,-1.2294,3.1672,17.33364
SAVHIG,0,6,-31.98,-5.3459,-3.6072,1.7387,0.60644
SAVHOM,0,4,-7.86,-5.4823,-3.1824,2.2999,0.9152
SAXSOZ,0,1,65.33,-3.9705,-0.0154,3.9551,4.04896
SAYMIO,0,6,-40.25,-5.9024,-3.8497,2.0527,11.36393
SAYZAV,0,5,-36.98,-4.0108,-3.1212,0.8896,5.17624
SCYSCR,-1,4,-36.99,-1.5231,1.8946,3.4177,11.6067
SEBQAS,2,3,-36.17,-12.2706,-9.0227,3.2479,0.7026
SEDHOZ,0,5,-25.04,-3.9705,-1.5197,2.4508,6.28158
SEDREZ,-1,2,72.59,-2.5412,-0.4233,2.1179,18.49114
SELSEI,0,5,-44.71,-4.4476,-2.0494,2.3982,9.82429
SEMCUK,0,1,31.07,-4.7672,-2.1017,2.6655,0.86672
SEMROU,0,4,-17.06,-4.7542,-3.2278,1.5264,10.6694
SEPHOL,0,4,-41.39,-4.5968,-1.0309,3.5659,5.16718
SEPPUZ,0,6,-53.41,-5.2009,-3.1896,2.0113,14.91124
SESGUT,2,4,-21.37,-14.1379,-10.5349,3.603,1.04074
SEWBUR,0,1,130.45,-5.8684,-1.9154,3.953,6.77698
SEWMAK,-2,4,-14.48,1.5343,4.8814,3.3471,0.36528
SEZTUM,0,5,-55.26,-3.9519,-2.0144,1.9375,4.80776
SEZVAU,0,5,-64.73,-4.4053,-2.1581,2.2472,0.0
SEZVEY,-2,5,-65.66,1.7247,5.7974,4.0727,0.20363
SIBLIZ,1,1,33.85,-9.1206,-5.5382,3.5824,3.947
SIBZAE,0,4,-31.63,-6.0523,-2.693,3.3593,4.64495
SICCAL,1,1,74.98,-8.966,-5.3543,3.6117,0.0
SICCUC,2,3,-29.93,-12.0773,-9.2345,2.8428,0.0
SICFAM,0,1,108.97,-5.4648,-1.0777,4.3871,8.4557
SICFEQ,0,1,106.18,-5.3446,-1.2545,4.0901,8.9887
SIFQAA,0,1,74.54,-4.6137,-0.2571,4.3566,3.36453
SIHKEA,1,2,37.69,-8.095,-7.2377,0.8573,6.71611
SILCIZ,0,1,24.48,-4.92,-1.9301,2.9899,5.97737
SILWOA,-2,6,-18.4,-0.1956,1.662,1.8576,4.78284
SILYOC,0,1,128.62,-6.1206,-2.709,3.4116,3.96259
SINDIC,0,6,-67.64,-5.6589,-1.4457,4.2132,6.69835
SINMIO,1,4,-24.11,-8.5875,-5.3266,3.2609,14.36406
SIPHAA,0,3,-35.86,-4.4364,-1.4023,3.0341,6.56096
SIPLEI,2,1,58.54,-14.6045,-10.9279,3.6766,8.30219
SIQMEL,0,1,82.08,-4.6899,-0.2876,4.4023,0.10005
SIQNAK,0,1,116.03,-4.8418,-2.2355,2.6063,1.3963
SIQNEO,0,1,83.61,-5.1502,-2.5267,2.6235,4.47019
SIQZOH,0,6,-50.71,-3.9484,-1.5453,2.4031,3.18121
SIRMIP,0,1,69.47,-5.3767,-2.1774,3.1993,5.43628
SISNAK,1,4,-31.89,-8.5896,-5.1224,3.4672,8.60052
SITFEG,0,3,-23.86,-4.4669,-2.7823,1.6846,20.75516
SIVQEU,0,4,-20.07,-4.4279,-3.1744,1.2535,11.17237
SIXMES,1,5,-22.83,-7.4296,-4.9465,2.4831,7.78676
SIXMOC,1,5,-36.69,-7.2685,-4.3417,2.9268,4.41246
SIXRAV,0,5,-22.59,-4.3369,-2.154,2.1829,6.33895
SIXZAA,0,1,16.14,-4.5793,-2.3526,2.2267,9.73841
SIYHOA,0,4,-31.83,-5.1858,-2.1207,3.0651,10.20871
SOBXAI,0,1,111.43,-5.0066,-2.7582,2.2484,9.81535
SOCMEC,1,1,105.0,-8.9503,-5.9055,3.0448,2.51375
SOFGOK,0,1,36.23,-5.1266,-2.0349,3.0917,10.64821
SOFWIU,2,3,-53.18,-15.7783,-11.0429,4.7354,0.0
SOGFAY,0,1,31.34,-4.5356,-1.8983,2.6373,8.05784
SOGFEC,1,1,55.96,-7.6478,-4.368,3.2798,7.74355
SOGPIO,2,1,71.32,-13.1166,-9.3784,3.7382,4.98551
SOHJIJ,0,6,-36.16,-3.2053,-1.1078,2.0975,15.37042
SOHKAC,0,6,-47.19,-4.2219,-3.2432,0.9787,13.15885
SOHKEG,0,6,-37.74,-3.3464,-1.4815,1.8649,20.8519
SOMTIY,1,6,-54.09,-7.3637,-4.4623,2.9014,7.5618
SOPCAB,0,2,25.07,-5.6167,-3.9055,1.7112,6.4518
SOQLOZ,0,1,44.92,-4.3163,-1.2754,3.0409,3.79438
SOQLUF,0,5,-51.3,-4.6451,-1.8876,2.7575,5.6098
SOSVAX,0,1,24.08,-4.7483,-2.5028,2.2455,5.07448
SOTLET,0,5,-56.85,-5.0833,-3.7145,1.3688,3.69473
SOWKIY,0,1,85.38,-4.767,-1.6727,3.0943,4.24931
SOXJUK,-1,4,-21.16,-1.4753,1.7317,3.207,11.15832
SOZYEL,0,1,92.14,-5.2314,-2.5038,2.7276,6.72428
SUBGOO,-1,6,-69.59,-1.8785,-0.2219,1.6566,12.2066
SUBJIL,0,2,46.34,-5.404,-3.1941,2.2099,6.24052
SUBQAK,0,6,-65.78,-5.2472,-2.8931,2.3541,10.04574
SUFBUS,0,4,-17.54,-6.0887,-2.7939,3.2948,20.69839
SUFDEC,0,6,-69.89,-5.404,-2.2269,3.1771,9.37477
SUJVAW,1,5,-31.52,-6.9719,-4.2141,2.7578,5.94964
SUKQUK,-1,1,68.82,-2.5052,1.4148,3.92,10.30688
SUKWUQ,1,1,65.82,-8.7888,-5.0791,3.7097,3.11215
SUPKIY,1,5,-40.81,-9.4317,-7.3205,2.1112,0.77092
SUSGEV,0,3,3.42,-4.0754,-1.8152,2.2602,4.68213
SUTQAB,0,6,-20.37,-5.4885,-3.5683,1.9202,9.92972
SUVREI,0,3,-38.81,-5.3653,-2.0357,3.3296,3.23848
SUXTEL,1,1,28.81,-7.723,-5.4371,2.2859,9.85421
TABNEP,0,1,143.36,-5.7553,-1.8674,3.8879,5.90341
TACNAN,0,1,165.33,-5.4356,-1.0791,4.3565,4.84032
TACSAU,0,5,-60.78,-4.211,-1.6301,2.5809,14.05188
TADFEJ,0,4,-23.15,-5.2824,-1.6906,3.5918,17.82652
TADSUQ,1,1,85.08,-8.6438,-4.697,3.9468,2.95675
TAFTAV,2,6,-46.33,-10.8944,-7.4231,3.4713,1.02354
TAGFIR,-1,2,35.46,-0.8551,0.363,1.2181,0.0
TAGFUD,-1,2,32.83,-0.9764,0.2605,1.2369,0.00205
TAGLES10,0,1,79.0,-4.2711,-0.3996,3.8715,0.404
TAGZUA,0,4,-14.0,-4.6404,-3.0386,1.6018,15.81804
TAHYOQ,-1,1,120.71,-1.7288,1.4587,3.1875,1.86466
TAJXUX,-1,1,97.7,0.2886,3.9782,3.6896,4.0015
TAJXUZ,0,1,144.35,-4.9067,-1.5675,3.3392,8.83419
TAJYAG,0,1,123.35,-4.2534,-1.3908,2.8626,9.27486
TAKDEQ,-1,5,-57.1,-1.9555,1.0707,3.0262,7.26286
TAKZAH,0,4,-13.06,-5.5557,-2.8998,2.6559,10.74439
TALMEZ,-1,4,9.13,-1.2912,0.5029,1.7941,11.27318
TALYIO,0,1,142.89,-5.4362,-1.7022,3.734,3.66835
TAMZAJ,1,1,103.75,-7.6887,-3.1396,4.5491,4.6389
TANLEA,0,2,13.36,-4.8638,-3.0823,1.7815,3.47985
TANLOK,0,4,-13.01,-4.9612,-3.1116,1.8496,1.70844
TANLUQ,0,2,16.08,-4.9074,-3.083,1.8244,2.48096
TAPGUM,0,4,-39.36,-4.7958,-1.8832,2.9126,14.49782
TAPZUI,1,5,-42.45,-7.8689,-5.1315,2.7374,5.78632
TAQZEQ,1,1,121.68,-8.3318,-4.4999,3.8319,5.71834
TARWIU,0,1,27.22,-5.0738,-2.4241,2.6497,10.18679
TAVHOO,-1,6,-16.17,-2.2202,-0.0893,2.1309,4.29289
TAVWAP,1,6,-48.85,-7.8152,-4.6845,3.1307,7.62374
TAWNEK,0,1,149.18,-5.1203,-0.9814,4.1389,5.61674
TCDYNI,0,3,-22.55,-4.0298,-1.6365,2.3933,0.82087
TDTCCO,0,1,51.17,-5.3258,-1.9849,3.3409,0.33717
TEANIN,2,3,-47.73,-12.6592,-8.467,4.1922,0.04143
TEBKIW,-1,5,-40.25,-0.812,1.0542,1.8662,9.97953
TEBKOC,-1,5,-25.6,-1.2404,0.6687,1.9091,9.14316
TEBLAP,-1,5,-34.77,-1.26,0.7482,2.0082,12.04915
TEBRUP,0,5,-27.62,-4.2275,-1.6456,2.5819,7.31491
TEBVIH,2,6,-37.31,-11.8651,-7.6861,4.179,0.00184
TECFIR,0,6,-46.5,-3.9496,-1.1683,2.7813,4.97587
TECRAW,-1,2,39.19,-2.8661,-1.7435,1.1226,0.1956
TEHGAQ,1,5,-45.47,-8.5928,-6.2291,2.3637,3.69364
TEHYOV,0,4,-18.59,-5.1446,-2.8493,2.2953,12.86514
TEPCUM,0,1,22.24,-4.7338,-2.3918,2.342,2e-05
TEQPUA,-1,5,-46.16,-1.2561,1.4569,2.713,5.0673
TEQQAH,-1,3,13.48,-1.9588,1.3032,3.262,2.94672
TETFON,1,3,-27.14,-8.5256,-5.7406,2.785,9.86817
TEVLAK,0,6,-52.15,-4.1039,-2.3227,1.7812,7.53432
TEVXIC,2,1,64.47,-13.1499,-9.6164,3.5335,9.38132
TEVXUQ,0,2,34.96,-3.9093,-1.6361,2.2732,2.13951
TEVYAX,0,2,48.15,-4.2896,-1.66,2.6296,2.46892
TEXLIS,0,4,-20.73,-5.1742,-3.3557,1.8185,8.12025
TEZKIS,2,1,25.37,-11.1407,-8.7023,2.4384,3.99881
TGLYCR,0,4,-45.47,-6.2738,-2.0602,4.2136,15.81422
THETCO,0,4,-12.96,-5.4476,-2.6679,2.7797,1e-05
THOCCR,0,1,127.49,-5.0609,-1.2178,3.8431,8.41232
TIBKOH,0,1,23.15,-4.8713,-1.7005,3.1708,4.14882
TICJEX,2,5,-32.87,-11.7935,-9.1622,2.6313,2.86715
TICMAW,0,5,-31.79,-3.6232,-0.9957,2.6275,4.41521
TIDCAL,0,5,-26.33,-4.2497,-1.9782,2.2715,9.11633
TIGBIV,2,4,-16.01,-12.7113,-10.3181,2.3932,5.89117
TIGGEW,-4,3,-52.76,5.2726,9.5176,4.245,1e-05
TIKYOC,0,6,-41.07,-3.945,-3.5489,0.3961,20.1844
TILSUD,2,2,15.43,-13.0098,-10.5019,2.5079,0.00019
TINTUG,0,1,26.61,-5.4202,-3.0738,2.3464,6.42473
TIQZIE,0,4,1.43,-5.2755,-3.6379,1.6376,8.23539
TIRDUU,2,6,-56.58,-11.2749,-7.7237,3.5512,2.04029
TIRKAG,0,1,59.46,-3.9693,-1.0976,2.8717,2.0122
TIRKOU,0,1,47.99,-4.6964,-1.2815,3.4149,11.29635
TITRAQ,0,3,-5.54,-4.8954,-2.805,2.0904,2.66583
TIVNUJ,1,3,-11.73,-8.7051,-6.3683,2.3368,7.51704
TIVZIJ,0,1,37.44,-5.309,-2.7033,2.6057,10.48676
TIZJES,0,6,-65.83,-3.8798,-2.2582,1.6216,22.01262
TOBBAP,0,1,42.82,-4.363,-1.3352,3.0278,3.14496
TOBWEO,0,3,-34.36,-5.7223,-2.8225,2.8998,8.44069
TOCSOV,-1,6,-21.69,-1.1446,1.0961,2.2407,0.28766
TODDUL,-2,1,73.48,-0.0241,3.8217,3.8458,1e-05
TOHNEJ,0,1,114.07,-4.9219,-1.3062,3.6157,7.00219
TOKRAN,0,6,-67.4,-4.5139,-0.486,4.0279,11.04212
TOLBEB,-1,1,25.73,-1.6312,0.6114,2.2426,4.7327
TOLMEO,0,6,-45.95,-3.9149,-2.4592,1.4557,24.75046
TOLTET,1,1,43.33,-9.1343,-6.1139,3.0204,1e-05
TOLZOK,0,1,11.77,-4.6731,-2.5208,2.1523,2.195
TOLZUQ,0,3,-25.77,-4.8563,-2.5011,2.3552,7.93715
TOPJEO,2,6,-57.73,-10.8158,-8.5444,2.2714,5.83375
TOPJUF,0,6,-51.65,-4.0944,-2.4301,1.6643,13.89797
TOPKAM,0,6,-56.86,-4.5149,-2.8417,1.6732,18.89886
TOTGOY,0,4,-33.05,-5.429,-2.3073,3.1217,9.52118
TOWCEN,0,3,-23.71,-4.9024,-3.0359,1.8665,15.27705
TOWFAM,0,1,134.13,-5.0702,-1.5177,3.5525,6.73298
TRENCM,1,6,-54.34,-8.5001,-4.662,3.8381,11.33807
TUDGII,2,3,-43.0,-12.4414,-9.0094,3.432,5.502
TUDJEH,0,5,-27.36,-5.1183,-3.4925,1.6258,12.74367
TUDJIL,-1,4,-21.54,-2.5315,1.5843,4.1158,1e-05
TUJWIE,1,1,24.99,-7.8055,-5.1912,2.6143,7.58343
TUKGUB,0,3,-16.49,-4.7297,-2.6518,2.0779,6.27822
TUMYUV,0,3,-36.42,-4.541,-1.3259,3.2151,6.90568
TUPMAV,0,1,40.92,-4.8285,-1.9739,2.8546,3.14885
TUSBOZ,0,6,-59.08,-5.2125,-2.6834,2.5291,7.33976
TUTJOH,-1,1,119.33,-1.0478,2.1899,3.2377,10.84448
TUTKEA,1,3,-38.86,-8.4895,-5.8717,2.6178,7.2732
TUTMAW,0,3,-38.71,-5.4673,-2.033,3.4343,12.39183
TUTMUS,1,1,47.07,-7.4643,-4.2463,3.218,6.07202
TUTPAB,0,1,58.4,-4.9345,-1.3669,3.5676,4.51481
UBEVOP,0,1,59.21,-4.6061,-2.3738,2.2323,3.42561
UBEXOQ,2,5,-50.35,-10.5372,-8.1614,2.3758,0.01975
UBICEP,2,1,54.18,-11.5011,-9.5337,1.9674,4.62878
UBODUK,0,6,-53.98,-3.5319,-2.2737,1.2582,4.00753
UBOFOG,0,5,-53.09,-5.178,-2.8643,2.3137,4.24885
UBOMEG,0,5,-37.69,-4.0895,-1.6056,2.4839,15.55182
UBUBAU,0,6,-14.35,-5.4766,-3.4444,2.0322,13.56305
UCECEL,-1,4,13.02,-0.6539,0.8096,1.4635,6.35849
UCISAA,0,3,-41.65,-5.3793,-1.8615,3.5178,0.0
UCIVOT,-2,6,-37.02,-0.3237,1.9625,2.2862,1.35076
UCIVUZ,-2,6,-39.81,-0.2438,2.0604,2.3042,1.47166
UCIWOS,0,1,88.91,-5.7389,-3.6695,2.0694,12.65508
UCOJIF,0,4,-8.75,-4.6797,-2.319,2.3607,2.27252
UCOMEE,3,4,-23.42,-21.3991,-16.7689,4.6302,0.29784
UDUGUY,0,6,-58.91,-4.1122,-1.2434,2.8688,3.10806
UDUMEL,1,5,-20.53,-7.181,-4.9326,2.2484,8.89466
UDURUJ,0,5,-62.98,-4.5587,-1.0186,3.5401,1.45268
UDUSAQ,0,5,-64.7,-4.3898,-0.8664,3.5234,1.0801
UFAWOO,0,4,-22.25,-5.9558,-1.7342,4.2216,16.10796
UFOYOF,-1,4,-31.78,-1.9711,1.1171,3.0882,11.69196
UFUVUP,1,3,-42.27,-8.9096,-5.8099,3.0997,9.25439
UGEKAT,1,6,-59.59,-7.9552,-5.7961,2.1591,1.72836
UGINOP,0,5,-59.2,-4.4161,-2.1772,2.2389,9.45691
UGODAW,0,1,30.71,-4.3981,-2.0812,2.3169,9.88546
UGOLOT,2,2,34.49,-11.4167,-8.8674,2.5493,7.15641
UGUNUF,0,4,-44.28,-5.8186,-2.1197,3.6989,1.91301
UHEHAQ,0,6,-13.02,-5.4609,-3.5152,1.9457,7.3949
UHEPED,2,6,-58.28,-11.3913,-8.5597,2.8316,2.64436
UHIBAP,0,2,49.31,-5.0319,-2.7162,2.3157,7.00609
UHIZAM,0,4,-39.34,-5.7769,-2.4862,3.2907,9.31106
UHOXOE,1,4,-31.31,-8.9063,-5.9699,2.9364,2.94851
UJOLEK,0,1,52.49,-5.8496,-2.7451,3.1045,4.76346
UJUPAR,1,4,-25.08,-8.6333,-5.2406,3.3927,6.57606
UJUPOF,1,5,-43.62,-7.7496,-5.4645,2.2851,4.64186
UJUSOI,0,4,-27.59,-4.6557,-2.3275,2.3282,9.93685
ULANIF,0,1,137.35,-5.7822,-2.0104,3.7718,3.60974
ULAYUC,1,4,-42.59,-9.7782,-5.5138,4.2644,0.21643
ULEVIQ,-1,4,3.81,-1.3651,0.776,2.1411,6.41157
ULITUH,0,5,-39.19,-4.5739,-3.5138,1.0601,6.22436
ULONEP,3,1,64.71,-18.8878,-14.4583,4.4295,3.16963
ULOVEY,0,5,-52.94,-4.3575,-2.2064,2.1511,8.22962
ULOVUO,0,5,-35.18,-4.9225,-2.6049,2.3176,10.13795
ULOXUQ,0,5,-73.46,-4.9335,-2.3729,2.5606,10.26166
UMIPIP,2,6,-46.22,-11.026,-7.4205,3.6055,8.03192
UMIZUL,0,4,-13.19,-4.9637,-2.1381,2.8256,8.10912
UMUBAF,1,1,35.08,-8.4533,-5.637,2.8163,3.80203
UMUJUK,0,4,-17.3,-5.1975,-3.1149,2.0826,9.302
UNEHIG,1,5,-46.41,-6.9684,-4.8324,2.136,6.2306
UNEREL,0,5,-67.13,-4.2194,-0.3742,3.8452,1.13858
UNILIN,0,1,32.96,-4.7206,-1.6259,3.0947,1e-05
UNOFEJ,0,1,52.47,-5.1795,-1.9592,3.2203,0.99623
UNOJIR,0,1,29.88,-4.7238,-1.8411,2.8827,1e-05
UNONOB,0,6,-63.1,-4.3135,-2.3256,1.9879,5.37261
UPIDIH,1,1,49.04,-8.4909,-4.5025,3.9884,5.70027
UPIFUV,0,5,-33.42,-4.932,-3.4386,1.4934,10.0319
UPIMAI,0,5,-39.81,-4.2019,-1.9217,2.2802,7.66032
UQAREK,0,1,16.8,-5.7474,-2.5479,3.1995,0.0
URIRUL,0,1,26.77,-5.0441,-2.4105,2.6336,1e-05
URUKIC,0,1,58.8,-4.943,-0.7591,4.1839,5.363
URUKUO,0,1,40.76,-5.0136,-1.2672,3.7464,2.94462
USORUS,1,3,-41.79,-7.5237,-4.8914,2.6323,10.93003
UTEMIR,0,1,38.93,-5.2076,-2.0194,3.1882,11.89602
UTEMOX,0,1,35.29,-5.0306,-2.2416,2.789,11.77266
UTODAK,0,1,107.22,-4.9116,-0.7356,4.176,6.77024
UWIFOW,1,3,-39.45,-8.8776,-5.0746,3.803,6.74616
UWIPEW,0,3,-32.21,-5.0137,-2.5685,2.4452,4.14274
UWIPOG,0,3,-24.56,-4.656,-2.0618,2.5942,5.20257
UWUYER,0,4,-21.84,-4.0553,-1.7122,2.3431,5.06048
UXOBEQ,0,3,-38.54,-5.8446,-2.8004,3.0442,1.61546
UXOHAS02,0,3,-37.46,-5.0391,-2.6389,2.4002,3.22879
UYAHOS,0,6,-38.7,-4.0611,-2.2634,1.7977,5.93625
UYAKAI,0,4,-21.42,-6.0864,-2.6654,3.421,11.03426
UYIFUF02,0,4,-17.36,-4.6285,-2.2111,2.4174,7.71031
UZEVUR,1,5,-48.33,-7.7957,-5.1716,2.6241,8.27106
UZEXON,0,3,-18.86,-3.4449,-0.7816,2.6633,3.87418
UZEXUT,0,3,-25.29,-4.3841,-1.6087,2.7754,1.5348
UZEYEE,0,1,36.94,-5.0876,-1.7997,3.2879,2.88436
VABFIQ,0,5,-43.77,-5.1491,-2.6446,2.5045,22.62441
VABKUE,2,1,68.98,-12.0233,-9.0706,2.9527,7.42384
VABTOH,0,5,-59.72,-4.0616,-1.2768,2.7848,9.06323
VADBOR,0,1,140.94,-4.8013,-0.6095,4.1918,3.87947
VADLUH,0,1,52.42,-5.1289,-1.7698,3.3591,0.19034
VAFDIR,0,4,-19.7,-4.6025,-3.0124,1.5901,9.26921
VAFHAM,0,1,58.47,-5.8955,-2.1213,3.7742,10.47987
VAHGES,1,5,-35.94,-6.9222,-4.737,2.1852,6.12222
VAHGOC,1,4,-15.24,-8.0338,-5.0738,2.96,7.88759
VAKYOX,2,5,-36.13,-10.8437,-8.6057,2.238,3.36688
VAMNAY,0,5,-65.09,-4.3499,-1.1142,3.2357,1.07713
VAPCAR,0,4,-22.1,-4.8813,-2.6713,2.21,10.59779
VAPFEY,0,4,-21.02,-4.8941,-2.6238,2.2703,10.50841
VAQFAU,0,5,-61.72,-3.6132,-2.1629,1.4503,2e-05
VARVIU,3,1,69.89,-17.5931,-13.5669,4.0262,2.38974
VAVDOM,1,6,-60.82,-8.2957,-4.951,3.3447,8.91889
VAWNIQ,0,5,-58.59,-5.3978,-2.9524,2.4454,5.04329
VAYWEY,0,6,-82.89,-4.7508,-0.0531,4.6977,13.51751
VEBKAQ,0,4,-31.0,-5.1714,-2.2507,2.9207,9.35212
VECTUU,0,4,-30.2,-5.407,-2.7477,2.6593,9.98192
VEDXOS,0,4,-23.92,-4.683,-1.8256,2.8574,10.30728
VEGCEQ,1,2,34.42,-8.9916,-6.2567,2.7349,4.65342
VEHDOC,0,1,23.69,-4.8059,-2.3188,2.4871,5.45659
VEKNAA,-1,5,-45.55,-1.3564,1.4653,2.8217,4.18128
VEKNEE,-1,4,-22.73,-1.7451,1.0397,2.7848,4.50147
VEKNOO,-2,4,-5.17,0.7471,3.3026,2.5555,6.3117
VEKNUU,0,6,-8.03,-5.577,-3.6991,1.8779,0.29733
VEMYOB,0,6,-48.08,-7.0775,-4.21,2.8675,8.46643
VENGUS,0,6,-17.45,-5.1247,-3.2902,1.8345,11.09532
