refcode,total_charge,multiplicity,HOMO_Ha,LUMO_Ha,gap_Ha,dipole_moment_Debye
COSJEB,0,1,-0.18853,-0.13367,0.05486,13.4221
COSQOQ,0,1,-0.17994,-0.09112,0.08882,0.2235
COSSOU,1,1,-0.26539,-0.1829,0.08249,5.7726
COWYIX,0,1,-0.17987,-0.07064,0.10923,5.0503
COXDUQ,0,1,-0.22795,-0.10526,0.12269,10.2235
COXFAY,0,1,-0.23388,-0.09798,0.1359,7.6997
COYVET,0,1,-0.19487,-0.09969,0.09518,11.3597
CUBDOT,0,1,-0.18189,-0.09018,0.09171,8.2545
CUDBOU,0,1,-0.20024,-0.13055,0.06969,3.4287
CUDBUA,0,1,-0.19283,-0.13081,0.06202,4.6016
CUDCAH,0,1,-0.18609,-0.13182,0.05427,4.8674
CUDQOJ,0,1,-0.19101,-0.12415,0.06686,2.2253
CUFKEV,0,1,-0.19601,-0.10486,0.09115,1.2239
CUFKIZ,0,1,-0.20028,-0.1089,0.09138,3.4202
CUJHAS,0,1,-0.20912,-0.08843,0.12069,10.7765
CUJHEW,0,1,-0.20555,-0.09639,0.10916,10.9826
CUJVOU,0,1,-0.2129,-0.09467,0.11823,11.2022
CUMBIX,1,1,-0.32365,-0.13554,0.18811,2.9594
CUMTUB,0,1,-0.18209,-0.09097,0.09112,1.955
CUPTUE,0,1,-0.16091,-0.07449,0.08642,5.8831
CUTQIS,1,1,-0.31983,-0.22338,0.09645,6.9501
CUWSOE,0,1,-0.1723,-0.09563,0.07667,4.2116
CUXYEB,0,1,-0.19114,-0.1186,0.07254,9.0906
DACGOF,0,1,-0.19389,-0.12001,0.07388,6.8177
DACHAS,0,1,-0.18746,-0.11143,0.07603,10.1797
DACRAB,1,1,-0.26453,-0.21047,0.05406,13.4344
DADFAS,0,1,-0.16624,-0.05878,0.10746,2.026
DADLAX,0,1,-0.1776,-0.11206,0.06554,9.2392
DADXOW,0,1,-0.13408,-0.04462,0.08946,9.995
DAGBET,0,1,-0.21693,-0.11552,0.10141,9.9403
DAGCAS,0,1,-0.18737,-0.07517,0.1122,2.6505
DAGCIA,0,1,-0.19095,-0.07454,0.11641,2.5482
DAGHUP,1,1,-0.33342,-0.23819,0.09523,6.5952
DAGNUX,0,1,-0.18136,-0.08393,0.09743,6.4302
DAGSUC,0,1,-0.18145,-0.09428,0.08717,2.0037
DAKGON,0,1,-0.17272,-0.05582,0.1169,7.1887
DAKGUT,0,1,-0.16224,-0.04983,0.11241,5.5489
DAKHAA,0,1,-0.16314,-0.06433,0.09881,2.6246
DALDOL,0,1,-0.1918,-0.10719,0.08461,7.5739
DANVAR,0,1,-0.19133,-0.08251,0.10882,1.9174
DANVEV,0,1,-0.17263,-0.07864,0.09399,2.6239
DAPJUC,1,1,-0.28761,-0.20837,0.07924,11.0861
DAPXAW,1,1,-0.23586,-0.17862,0.05724,5.1235
DAPZAX,0,1,-0.1965,-0.10607,0.09043,11.3553
DAQCEG,1,1,-0.24394,-0.18811,0.05583,7.3512
DAQCIK,1,1,-0.24289,-0.18982,0.05307,7.4559
DAQLOY,0,1,-0.16198,-0.08594,0.07604,8.0695
DAQNEQ,0,1,-0.19252,-0.07448,0.11804,2.0684
DAQQET,0,1,-0.15676,-0.04927,0.10749,0.018
DAQWEA,0,1,-0.20284,-0.12849,0.07435,8.3017
DAQZEC,0,1,-0.19446,-0.04984,0.14462,5.7018
DAQZIG,0,1,-0.19415,-0.06364,0.13051,8.057
DAQZOM,0,1,-0.1941,-0.04416,0.14994,4.5955
DARBAB,0,1,-0.18253,-0.06355,0.11898,10.4106
DARTIC,0,1,-0.20208,-0.05087,0.15121,10.5737
DASFOU,0,1,-0.19016,-0.14229,0.04787,22.7026
DASPOC,0,1,-0.17672,-0.08206,0.09466,5.9682
DAWWUW,0,1,-0.19883,-0.05977,0.13906,8.9558
DAXDOX,1,1,-0.27518,-0.1743,0.10088,0.0129
DAXDUD,1,1,-0.32462,-0.24632,0.0783,10.054
DAYHAM,1,1,-0.28853,-0.17999,0.10854,4.8018
DAYLIA,0,1,-0.18035,-0.10081,0.07954,8.2436
DAYVEH,0,1,-0.15555,-0.06035,0.0952,6.9838
DAZKIZ,0,1,-0.17068,-0.08889,0.08179,0.1241
DAZTII,1,1,-0.32136,-0.22912,0.09224,9.4448
DAZTOO,1,1,-0.31635,-0.22517,0.09118,8.3807
DEBTOW,1,1,-0.28842,-0.17332,0.1151,1.2144
DEBVAK,1,1,-0.29573,-0.20312,0.09261,6.8296
DECKUU,0,1,-0.19642,-0.15098,0.04544,6.3856
DECWOZ,1,1,-0.28103,-0.19113,0.0899,0.1804
DECWUF,1,1,-0.28851,-0.1977,0.09081,4.8611
DEDGUR,0,1,-0.19775,-0.09655,0.1012,4.1482
DEDHAY,0,1,-0.19774,-0.09655,0.10119,4.1276
DEFWAP,1,1,-0.2832,-0.14724,0.13596,1.6133
DEGQOX,0,1,-0.16042,-0.08845,0.07197,1.309
DEGSUD,0,1,-0.13699,-0.06693,0.07006,3.6962
DEGTAK,0,1,-0.15085,-0.088,0.06285,0.2361
DEHNIP,0,1,-0.16046,-0.11143,0.04903,8.7872
DEHVAP,0,1,-0.17641,-0.05698,0.11943,4.4934
DEHZAU,0,1,-0.23399,-0.11056,0.12343,9.6193
DEHZEY,0,1,-0.23398,-0.1104,0.12358,9.5689
DEJCUR,0,1,-0.17472,-0.10562,0.0691,11.8992
DEJZUQ,1,1,-0.26397,-0.16514,0.09883,2.7616
DEMSOG,0,1,-0.19887,-0.12283,0.07604,11.5754
DEPKUE,0,1,-0.17105,-0.07507,0.09598,5.4821
DESQEY,1,1,-0.27874,-0.22431,0.05443,7.6726
DEXBIS,0,1,-0.16955,-0.04739,0.12216,5.2781
DEXMUR,0,1,-0.17972,-0.08662,0.0931,8.1925
DEYTEJ,0,1,-0.18291,-0.10796,0.07495,1.5657
DIBFAY,0,1,-0.18887,-0.09267,0.0962,10.3789
DICQUE,0,1,-0.19459,-0.08544,0.10915,6.8984
DICROZ,0,1,-0.16351,-0.12578,0.03773,12.0813
DICWIX,0,1,-0.16517,-0.05721,0.10796,4.4484
DIDCUP,0,1,-0.19511,-0.08754,0.10757,1.3861
DIDHOO,0,1,-0.15517,-0.06393,0.09124,0.935
DIDHUU,0,1,-0.17333,-0.0734,0.09993,3.5388
DIDJAC,0,1,-0.18197,-0.06628,0.11569,1.4622
DIDPOY,0,1,-0.16695,-0.05791,0.10904,6.1737
DIDQAL,0,1,-0.16565,-0.05315,0.1125,5.3519
DIFCED,0,1,-0.20469,-0.07323,0.13146,10.7456
DIFCIH,0,1,-0.19452,-0.09559,0.09893,12.016
DIFDII,0,1,-0.20411,-0.06856,0.13555,13.0189
DIFDOO,0,1,-0.17326,-0.05162,0.12164,5.3295
DIFPAM,0,1,-0.1886,-0.05302,0.13558,12.2657
DIGCII,0,1,-0.15418,-0.01148,0.1427,9.2648
DIGCON,0,1,-0.20936,-0.13401,0.07535,8.5851
DIGCUU,0,1,-0.16185,-0.04427,0.11758,7.3802
DIGKIO,0,1,-0.16767,-0.07716,0.09051,3.5108
DIGRUH,0,1,-0.17465,-0.07944,0.09521,2.5876
DIGVAS,0,1,-0.18474,-0.08225,0.10249,7.0603
DIGVEW,0,1,-0.19744,-0.08901,0.10843,2.9798
DIHVOI,0,1,-0.17016,-0.08407,0.08609,0.0002
DIHYOK,0,1,-0.18658,-0.07782,0.10876,3.8959
DIHYUQ,0,1,-0.18236,-0.07699,0.10537,2.6154
DIHZAX,0,1,-0.17819,-0.07504,0.10315,2.0589
DIHZEB,0,1,-0.17483,-0.06869,0.10614,2.3481
DIJDAD,0,1,-0.19966,-0.12799,0.07167,7.2364
DIJDEH,0,1,-0.18034,-0.12538,0.05496,7.9971
DIKKOY,0,1,-0.16977,-0.10587,0.0639,9.2531
DIKKUE,0,1,-0.16054,-0.10239,0.05815,6.8382
DILXOO,0,1,-0.20673,-0.07953,0.1272,6.0746
DITDES,0,1,-0.1854,-0.09035,0.09505,0.4587
DITTOS,0,1,-0.18438,-0.07959,0.10479,2.9579
DIWTOV,0,1,-0.20213,-0.07985,0.12228,4.646
DIWYOZ,1,1,-0.29649,-0.15755,0.13894,0.0
DIXJOL,0,1,-0.16705,-0.07124,0.09581,1.4129
DIXJUR,0,1,-0.16376,-0.07123,0.09253,1.8353
DIYJAY,0,1,-0.18478,-0.1074,0.07738,10.4905
DIZCEV,0,1,-0.16988,-0.09609,0.07379,13.8016
DIZPIN,1,1,-0.29266,-0.13486,0.1578,0.1411
DIZYAO,0,1,-0.17956,-0.0905,0.08906,0.0218
DOCNER,1,1,-0.33435,-0.16644,0.16791,0.055
DOGJEP,0,1,-0.19176,-0.07352,0.11824,3.6889
DOGJIT,0,1,-0.18411,-0.06025,0.12386,4.855
DOGQEX,0,1,-0.18104,-0.09154,0.0895,0.0001
DOJMAT,0,1,-0.20736,-0.12719,0.08017,7.7563
DOJZEI,0,1,-0.17555,-0.10267,0.07288,13.2736
DOKBUB,1,1,-0.30134,-0.28428,0.01706,0.861
DOKLUM,0,1,-0.17842,-0.11814,0.06028,3.2601
DOKROM,0,1,-0.20471,-0.12372,0.08099,2.9357
DOKWIL,1,1,-0.29151,-0.22383,0.06768,11.2264
DOKWOR,1,1,-0.28863,-0.22297,0.06566,10.9244
DOMJAR,1,1,-0.28259,-0.17256,0.11003,3.0016
DORTIQ,0,1,-0.19914,-0.10941,0.08973,10.3226
DOTRAH,0,1,-0.19382,-0.0825,0.11132,3.6361
DOTRIP,0,1,-0.19335,-0.074,0.11935,2.6469
DOTROV,0,1,-0.20159,-0.08355,0.11804,7.4658
DOTSAI,0,1,-0.16857,-0.07323,0.09534,0.332
DOTWEQ,0,1,-0.18496,-0.07503,0.10993,3.4578
DOVMUX,0,1,-0.17287,-0.06476,0.10811,1.9491
DOWCAT,0,1,-0.17466,-0.08647,0.08819,0.4463
DOWDUO,0,1,-0.17324,-0.08702,0.08622,0.3183
DOWJEE,0,1,-0.17596,-0.08825,0.08771,0.0064
DOZFIJ,0,1,-0.19045,-0.06897,0.12148,7.5414
DOZFUV,0,1,-0.19289,-0.07108,0.12181,8.781
DOZGEG,0,1,-0.19141,-0.07023,0.12118,6.8731
DOZGOQ,0,1,-0.21026,-0.082,0.12826,9.0964
DOZGUW,0,1,-0.19547,-0.08172,0.11375,6.8895
DOZVEV,0,1,-0.20793,-0.08719,0.12074,8.6846
DUCCAG,1,1,-0.28075,-0.18848,0.09227,1.9851
DUDRIE,0,1,-0.18368,-0.07042,0.11326,2.8592
DUDROK,0,1,-0.18029,-0.06682,0.11347,4.3845
DUFFER,1,1,-0.29812,-0.15831,0.13981,1.8843
DUFFUH,0,1,-0.19389,-0.05144,0.14245,0.0179
DUJLAX,0,1,-0.20395,-0.12746,0.07649,12.3404
DUJQAA,0,1,-0.16932,-0.07073,0.09859,1.465
DUMNEG,0,1,-0.17329,-0.07154,0.10175,1.2934
DUQFAY,0,1,-0.17846,-0.08878,0.08968,0.8754
DUVLIQ,0,1,-0.18424,-0.09837,0.08587,10.2098
DUVSIY,0,1,-0.18612,-0.09057,0.09555,0.537
DUXPOC,1,1,-0.29151,-0.18984,0.10167,11.292
DUXQUJ,0,1,-0.20231,-0.10329,0.09902,8.8341
DUXROF,0,1,-0.19397,-0.11558,0.07839,7.862
DUYRAS,0,1,-0.1891,-0.08597,0.10313,12.6575
DUYREW,0,1,-0.20184,-0.09657,0.10527,3.931
DUYZAA,1,1,-0.28574,-0.19075,0.09499,11.7466
DUYZEE,0,1,-0.16811,-0.0781,0.09001,3.4278
DUZCOS,0,1,-0.25655,-0.11605,0.1405,11.7547
DUZCUY,0,1,-0.23461,-0.11457,0.12004,10.9805
DUZDAF,0,1,-0.24629,-0.12631,0.11998,12.925
DUZHUD,0,1,-0.15955,-0.04614,0.11341,2.4561
DUZJAL,0,1,-0.15649,-0.04355,0.11294,0.8208
DUZLUH,0,1,-0.15194,-0.06792,0.08402,14.8114
DUZXAZ,0,1,-0.17362,-0.06446,0.10916,1.6583
EBAHEX,0,1,-0.16516,-0.03767,0.12749,5.3416
EBAHIB,0,1,-0.171,-0.03877,0.13223,8.5089
EBAXEN,0,1,-0.22503,-0.12199,0.10304,7.9582
EBAXIR,0,1,-0.21342,-0.13103,0.08239,9.1377
EBAXUD,0,1,-0.21378,-0.13479,0.07899,10.4249
EBAYAK,0,1,-0.19671,-0.11703,0.07968,6.7532
EBAYEO,0,1,-0.19933,-0.11594,0.08339,6.0568
EBOGEK,0,1,-0.19281,-0.10836,0.08445,7.1246
EBOGOU,0,1,-0.19137,-0.11343,0.07794,8.2378
EBOLOY,0,1,-0.23177,-0.05958,0.17219,10.9937
EBOROD,0,1,-0.17191,-0.1187,0.05321,13.3017
EBOTOG,0,1,-0.15159,-0.07884,0.07275,15.4589
EBOVAU,0,1,-0.15108,-0.07857,0.07251,15.4571
EBUBAH,0,1,-0.151,-0.1111,0.0399,16.8888
EBUHAN,0,1,-0.18048,-0.09117,0.08931,0.0202
EBUVEF,1,1,-0.32743,-0.22278,0.10465,11.2802
ECEKAA,0,1,-0.18528,-0.13844,0.04684,0.3421
ECIHOO,0,1,-0.20539,-0.0265,0.17889,10.2842
ECIHUU,0,1,-0.20257,-0.02124,0.18133,10.116
ECIPUE,0,1,-0.1578,-0.07119,0.08661,8.5628
ECIQAL,0,1,-0.15818,-0.07247,0.08571,9.1389
ECIQEP,0,1,-0.16621,-0.1184,0.04781,3.3284
ECISEO,0,1,-0.12526,-0.06876,0.0565,2.6053
ECISIS,0,1,-0.13167,-0.09404,0.03763,1.5832
ECIZOF,0,1,-0.1589,-0.0531,0.1058,2.4568
ECOGAG,0,1,-0.17459,-0.09276,0.08183,15.2471
EDAVIR,0,1,-0.20296,-0.04742,0.15554,7.8395
EDEGOJ,1,1,-0.23416,-0.20728,0.02688,19.0842
EDEGUR,0,1,-0.18853,-0.06781,0.12072,5.3067
EDEHAY,0,1,-0.19232,-0.06483,0.12749,4.709
EDOCIJ,1,1,-0.27263,-0.17178,0.10085,2.838
EDOCOP,1,1,-0.27073,-0.16997,0.10076,2.3501
EDOGIO,0,1,-0.17672,-0.08325,0.09347,6.7975
EDOGUA,1,1,-0.30056,-0.19387,0.10669,3.1135
EDUGER,0,1,-0.17866,-0.07451,0.10415,5.6824
EDUTOO,1,1,-0.28647,-0.19856,0.08791,7.5927
EFAWOA,0,1,-0.16995,-0.05955,0.1104,4.1963
EFEKUY,0,1,-0.22317,-0.0762,0.14697,10.6369
EFELEJ,0,1,-0.22016,-0.0723,0.14786,6.1607
EFESEQ,0,1,-0.16585,-0.12129,0.04456,2.4709
EFEVOB,0,1,-0.20711,-0.08648,0.12063,7.527
EFEVUH,0,1,-0.20647,-0.08506,0.12141,7.8291
EFISUI,0,1,-0.18285,-0.09166,0.09119,11.1224
EFOXAB,0,1,-0.19734,-0.11544,0.0819,7.2815
EFOXEF,0,1,-0.19326,-0.11201,0.08125,6.5419
EGAYAN,0,1,-0.18562,-0.1041,0.08152,7.0769
EGEHEF,0,1,-0.17926,-0.04864,0.13062,0.2314
EGEHIJ,0,1,-0.18434,-0.06508,0.11926,6.2188
EGEMUA,0,1,-0.18315,-0.08936,0.09379,10.1481
EGENAH,0,1,-0.19066,-0.09712,0.09354,8.3805
EGETOB,1,1,-0.31017,-0.23039,0.07978,7.8586
EGICII,0,1,-0.18714,-0.0921,0.09504,7.946
EGIDEF,1,1,-0.23901,-0.14996,0.08905,25.1264
EGONUL,0,1,-0.16983,-0.09074,0.07909,3.4691
EGUDES,0,1,-0.18735,-0.09477,0.09258,9.818
EGUDOC,0,1,-0.1827,-0.09134,0.09136,9.385
EHAPOT,0,1,-0.17891,-0.0931,0.08581,1.3616
EHAQAG,0,1,-0.19545,-0.09887,0.09658,4.6073
EHAQEK,0,1,-0.19191,-0.09365,0.09826,2.725
EHAQIO,0,1,-0.19287,-0.08762,0.10525,3.5599
EHAZAP,0,1,-0.21379,-0.12002,0.09377,10.5353
EHEBEA,0,1,-0.20208,-0.03975,0.16233,11.4735
EHEBIE,0,1,-0.19654,-0.05381,0.14273,10.4728
EHEBOK,0,1,-0.15047,-0.05926,0.09121,9.2906
EHIDUW,0,1,-0.24506,-0.1481,0.09696,13.1598
EHOVEE,0,1,-0.17464,-0.04727,0.12737,1.3604
EHURUV,1,1,-0.32494,-0.21203,0.11291,8.7193
EJAMEI,0,1,-0.2092,-0.04098,0.16822,7.0881
EJAMIM,0,1,-0.22556,-0.0968,0.12876,10.0118
EJAMOS,0,1,-0.22784,-0.10002,0.12782,10.3489
EJAMUY,0,1,-0.2264,-0.10056,0.12584,9.076
EJANAF,0,1,-0.2288,-0.10093,0.12787,9.3583
EJANIN,0,1,-0.22368,-0.09592,0.12776,10.4617
EJANOT,0,1,-0.22989,-0.10377,0.12612,10.3591
EJANUZ,0,1,-0.22617,-0.09853,0.12764,9.6585
EJAPAH,0,1,-0.22897,-0.10086,0.12811,9.7975
EJITUN,0,1,-0.18399,-0.04782,0.13617,3.6534
EJOLAR,1,1,-0.28014,-0.21583,0.06431,7.409
EJUBER,0,1,-0.16765,-0.06546,0.10219,2.9559
EJUBIV,0,1,-0.1695,-0.07122,0.09828,3.4826
EKABOJ,1,1,-0.29702,-0.19631,0.10071,12.3023
EKEQOA,0,1,-0.16664,-0.0371,0.12954,0.0164
EKETUJ,0,1,-0.1726,-0.07725,0.09535,0.9529
EKEXAV,0,1,-0.17597,-0.07579,0.10018,5.545
EKEXEZ,0,1,-0.18199,-0.08256,0.09943,6.1275
EKEXID,0,1,-0.18402,-0.08081,0.10321,7.4629
EKEYOK,0,1,-0.17823,-0.08329,0.09494,7.4648
EKUNUV,0,1,-0.18119,-0.05895,0.12224,9.508
EKUPEH,0,1,-0.1815,-0.05928,0.12222,9.9728
EKUPOR,1,1,-0.28597,-0.18924,0.09673,7.8221
EKUTEL,0,1,-0.2156,-0.03314,0.18246,9.009
ELODIU,0,1,-0.1789,-0.10028,0.07862,7.3567
ELODOA,0,1,-0.18244,-0.10356,0.07888,9.9307
ELODUG,0,1,-0.17659,-0.10374,0.07285,7.5622
ELOFAO,0,1,-0.1827,-0.10818,0.07452,10.9692
ELUNUV,0,1,-0.16934,-0.10522,0.06412,0.0252
ELUQEI,1,1,-0.27578,-0.18369,0.09209,3.2311
ELUREI,0,1,-0.19463,-0.10367,0.09096,8.5268
EMAFIH,0,1,-0.20478,-0.1294,0.07538,15.6493
EMAFON,0,1,-0.21684,-0.12293,0.09391,8.9972
EMALAH,0,1,-0.17252,-0.08283,0.08969,2.742
EMEGAE,0,1,-0.20449,-0.13602,0.06847,19.9217
EMOQUS,0,1,-0.16917,-0.08466,0.08451,6.3897
EMUKEC,0,1,-0.19384,-0.0931,0.10074,0.0027
EMUZET,0,1,-0.19611,-0.07793,0.11818,2.9857
ENAXOG,0,1,-0.23083,-0.09407,0.13676,9.336
ENOXAI,0,1,-0.19499,-0.09337,0.10162,5.1329
ENUVUG,1,1,-0.29071,-0.18614,0.10457,19.2082
EPADAC,1,1,-0.33066,-0.16258,0.16808,0.0
EPADOQ,0,1,-0.23499,-0.10609,0.1289,10.3345
EPATUL,0,1,-0.19642,-0.10605,0.09037,11.3564
EPOJAW,1,1,-0.26931,-0.16609,0.10322,4.6461
EPOKOL,1,1,-0.27373,-0.17848,0.09525,5.3428
EPOZIT,0,1,-0.15817,-0.0872,0.07097,7.3596
EPOZUF,0,1,-0.16791,-0.07264,0.09527,5.7861
EQEWOO,0,1,-0.17066,-0.06629,0.10437,2.4835
EQEXAB,0,1,-0.17051,-0.06132,0.10919,2.4251
EQOSEK,1,1,-0.27594,-0.17505,0.10089,9.2675
EQOTAF,0,1,-0.20363,-0.04223,0.1614,10.2141
EQOYEO,0,1,-0.15785,-0.10784,0.05001,10.6051
EQOZAM,0,1,-0.16107,-0.08282,0.07825,13.7195
ERATIA,0,1,-0.1675,-0.0887,0.0788,2.7319
ERATOG,0,1,-0.17491,-0.09828,0.07663,2.0089
ERUYUN,1,1,-0.29608,-0.19403,0.10205,11.862
ESAVAX,0,1,-0.18602,-0.09881,0.08721,29.7565
ESEBOT,1,1,-0.2736,-0.18867,0.08493,6.3807
ESEBUZ,1,1,-0.27948,-0.19356,0.08592,7.8799
ESERUQ,0,1,-0.21253,-0.10356,0.10897,7.6385
ESESAX,1,1,-0.3365,-0.21975,0.11675,5.9825
ESIQON,0,1,-0.18568,-0.09264,0.09304,7.9803
ESIQUT,0,1,-0.19073,-0.09261,0.09812,7.0441
ESIREE,0,1,-0.20268,-0.07291,0.12977,9.5712
ESIRII,1,1,-0.34135,-0.18707,0.15428,8.6499
ESOMAB,1,1,-0.2773,-0.1959,0.0814,3.0274
ESOMEF,1,1,-0.26854,-0.20141,0.06713,3.2542
ETPNFL,0,1,-0.16629,-0.15713,0.00916,0.3536
ETUKOU,0,1,-0.17824,-0.08054,0.0977,6.1916
EVADUC,1,1,-0.27123,-0.17177,0.09946,8.0136
EVAFEO,1,1,-0.26958,-0.16905,0.10053,2.2192
EVAFOY,1,1,-0.26235,-0.16735,0.095,1.3218
EVEGIX,0,1,-0.1786,-0.14883,0.02977,0.0431
EVETEG,1,1,-0.24607,-0.16502,0.08105,0.8414
EVETOQ,1,1,-0.24486,-0.1638,0.08106,0.2357
EVETUW,1,1,-0.24711,-0.16562,0.08149,1.2341
EVIMEC,0,1,-0.18647,-0.082,0.10447,10.2217
EVOTIU,0,1,-0.2075,-0.08626,0.12124,11.4842
EWASAX,0,1,-0.17779,-0.07164,0.10615,0.7354
EWASIF,0,1,-0.17786,-0.07262,0.10524,0.3784
EWASOL,0,1,-0.17779,-0.07171,0.10608,0.2932
EWASUR,0,1,-0.17772,-0.07315,0.10457,0.1412
EWATAY,0,1,-0.17802,-0.0734,0.10462,0.2704
EWATEC,0,1,-0.17461,-0.07165,0.10296,0.8968
EWATIG,0,1,-0.17881,-0.07472,0.10409,1.3558
EWATOM,0,1,-0.17552,-0.07164,0.10388,0.0002
EWOKIL,0,1,-0.20983,-0.08537,0.12446,3.9864
EWOKIM,0,1,-0.15304,-0.06096,0.09208,8.3287
EWOKOS,0,1,-0.16378,-0.06122,0.10256,9.8838
EXEPOO,0,1,-0.21598,-0.09409,0.12189,11.4182
EXIQEH,0,1,-0.15423,-0.09961,0.05462,11.7825
EXIQOR,0,1,-0.15377,-0.09913,0.05464,12.103
EYEBOA,0,1,-0.16468,-0.05181,0.11287,7.4401
EYIXEQ,0,1,-0.18823,-0.07705,0.11118,1.492
EZALOG,0,1,-0.19677,-0.12931,0.06746,7.4595
EZODUT,0,1,-0.18377,-0.10499,0.07878,10.9695
EZOFAB,0,1,-0.17724,-0.09754,0.0797,11.2162
EZUWOL,0,1,-0.17707,-0.08128,0.09579,5.235
FAFGIE,0,1,-0.19409,-0.08792,0.10617,2.3308
FAFJOO,0,1,-0.18465,-0.08697,0.09768,0.0464
FAMQUI,0,1,-0.16958,-0.05268,0.1169,7.2801
FAMRAP,0,1,-0.14488,-0.05653,0.08835,9.6732
FAMRET,0,1,-0.16326,-0.05583,0.10743,8.1721
FAMRUJ,0,1,-0.14246,-0.0572,0.08526,9.7631
FAMSAQ,0,1,-0.1585,-0.06447,0.09403,13.8762
FAMSIY,0,1,-0.14061,-0.06154,0.07907,10.7087
FAMYID,0,1,-0.19715,-0.11709,0.08006,11.2034
FAMYOJ,0,1,-0.18424,-0.11039,0.07385,10.7553
FAPCAC,0,1,-0.18006,-0.08959,0.09047,0.2752
FAPRIA,0,1,-0.17969,-0.07798,0.10171,0.8075
FAPROG,0,1,-0.18612,-0.08382,0.1023,2.466
FAPSEV,1,1,-0.30174,-0.17383,0.12791,5.15
FAPSOF,0,1,-0.16807,-0.08927,0.0788,7.9816
FAPSUL,1,1,-0.30851,-0.18235,0.12616,6.3204
FAQQUM,0,1,-0.18491,-0.0818,0.10311,11.3443
FAQRAT,1,1,-0.30689,-0.18962,0.11727,3.5172
FAQREX,0,1,-0.16676,-0.08455,0.08221,11.6266
FARZIK,0,1,-0.17277,-0.10255,0.07022,0.4711
FASCUA,0,1,-0.17335,-0.10199,0.07136,0.0004
FATCEJ,-1,1,-0.08588,-0.00741,0.07847,0.0117
FAVXOS,0,1,-0.17534,-0.08554,0.0898,4.688
FAWFIT,0,1,-0.19108,-0.11397,0.07711,8.3443
FAWYIM,0,1,-0.20371,-0.02122,0.18249,9.7857
FAXPUQ,1,1,-0.33272,-0.22416,0.10856,10.9553
FEBGOJ,0,1,-0.20625,-0.10993,0.09632,10.3143
FEBGUP,0,1,-0.20862,-0.10756,0.10106,10.0632
FEBHAW,0,1,-0.21275,-0.10881,0.10394,9.7911
FEBHEA,0,1,-0.21025,-0.10932,0.10093,10.7278
FEBRUZ,0,1,-0.19614,-0.06845,0.12769,14.1232
FECTEP,0,1,-0.17727,-0.11064,0.06663,9.6171
FECTIT,0,1,-0.17766,-0.11134,0.06632,9.2486
FECTUF,0,1,-0.18438,-0.11457,0.06981,9.8253
FECVAN,0,1,-0.18492,-0.10957,0.07535,10.0632
FECVER,0,1,-0.18265,-0.10595,0.0767,11.584
FEDDAV,1,1,-0.29763,-0.20461,0.09302,10.0764
FEDDEZ,1,1,-0.27866,-0.19432,0.08434,7.3176
FEDXIX,0,1,-0.1938,-0.13049,0.06331,14.4283
FEGJOR,0,1,-0.18942,-0.03911,0.15031,0.0131
FEGVIX,0,1,-0.19355,-0.12577,0.06778,11.9022
FEGVOD,0,1,-0.2038,-0.13473,0.06907,11.9574
FEHKAG,0,1,-0.18537,-0.08015,0.10522,0.4612
FEJBIF,0,1,-0.21495,-0.08429,0.13066,5.9005
FEKLAJ,0,1,-0.19169,-0.11035,0.08134,6.0789
FEKYUQ,0,1,-0.18284,-0.10747,0.07537,1.1635
FELGEL,0,1,-0.16171,-0.08018,0.08153,3.0906
FELGIP,0,1,-0.16576,-0.07301,0.09275,1.9025
FELLAL,1,1,-0.28177,-0.26714,0.01463,6.7601
FEMQET,0,1,-0.18848,-0.03351,0.15497,0.0096
FEMWIE,1,1,-0.30326,-0.20569,0.09757,9.2458
FEMZIJ,0,1,-0.16555,-0.10715,0.0584,0.0041
FEMZUV,0,1,-0.14088,-0.04749,0.09339,0.0647
FEPXEG,0,1,-0.18808,-0.08262,0.10546,3.9272
FEQYUY,0,1,-0.1906,-0.12572,0.06488,6.2238
FERKOE,0,1,-0.16804,-0.06742,0.10062,3.5167
FERMAS,0,1,-0.19064,-0.08475,0.10589,11.3109
FERMEW,0,1,-0.16411,-0.01162,0.15249,8.8459
FERMIA,0,1,-0.17847,-0.02099,0.15748,8.8795
FERMOG,0,1,-0.17515,-0.01982,0.15533,9.5388
FESDAL,0,1,-0.17215,-0.06314,0.10901,2.1644
FESFAN,0,1,-0.19635,-0.07901,0.11734,6.0148
FESFER,0,1,-0.17689,-0.07377,0.10312,4.1886
FESFIV,0,1,-0.17763,-0.07426,0.10337,4.5774
FESFOB,0,1,-0.17762,-0.07421,0.10341,4.5637
FESFUH,0,1,-0.177,-0.07353,0.10347,4.311
FETROO,-1,1,-0.0766,0.06765,0.14425,13.4382
FEVYEL,0,1,-0.1853,-0.13678,0.04852,20.7443
FEWYUC,0,1,-0.16911,-0.0572,0.11191,1.3709
FEYFIB,0,1,-0.20025,-0.0703,0.12995,8.828
FEYJAW,0,1,-0.1913,-0.07906,0.11224,3.382
FEYQAE,0,1,-0.17095,-0.12023,0.05072,10.5149
FEYTEK,0,1,-0.20325,-0.07291,0.13034,7.8193
FIBXIY,0,1,-0.20539,-0.02651,0.17888,10.2832
FIBXOE,0,1,-0.15375,-0.03694,0.11681,12.1963
FIDKAH,1,1,-0.2838,-0.13878,0.14502,0.4089
FIDNUB,0,1,-0.17015,-0.08103,0.08912,0.0006
